key,source,target
458/1/23#0,New layer folder,Новая папка слоёв
458/1/24#0,Add merged layer,Добавить объединённый слой
458/1/25#0,Clear Layer,Очистить слой
458/1/26#0,Clip to layer below,Привязать к нижнему слою
458/1/27#0,Merge with layer below,Объединить с нижним слоем
458/1/28#0,Select layer above,Выбрать слой выше
458/1/29#0,Select layer below,Выбрать слой ниже
458/1/30#0,Select All,Выделить всё
458/1/31#0,Clear selection,Снять выделение
458/1/32#0,Invert selected area,Инвертировать выделенную область
458/1/33#0,Rotate left,Повернуть влево
458/1/34#0,Rotate right,Повернуть вправо
458/1/35#0,Zoom in,Увеличить
458/1/36#0,Zoom out,Уменьшить
458/1/38#0,Fit To Screen,По размеру экрана
458/1/39#0,Reset Display,Сбросить отображение
458/1/40#0,Copy,Копировать
458/1/41#0,Cut,Вырезать
458/1/42#0,Paste,Вставить
458/1/43#0,Copy and paste,Копировать и вставить
458/1/44#0,Cut and paste,Вырезать и вставить
458/1/45#0,Reduce brush size,Уменьшить размер кисти
458/1/46#0,Increase brush size,Увеличить размер кисти
458/1/47#0,Reduce opacity,Уменьшить непрозрачность
458/1/48#0,Increase opacity,Увеличить непрозрачность
458/1/49#0,Toggle refer multiple,Переключить ссылку на несколько слоёв
458/1/50#0,Switch to previous tool,Переключиться на предыдущий инструмент
458/1/51#0,Switch to next tool,Переключиться на следующий инструмент
458/1/52#0,Switch main color and sub color,Переключить основной и дополнительный цвет
458/1/53#0,Switch drawing color and transparent color,Переключить цвет рисования и прозрачный цвет
458/1/54#0,Brush,Brush
458/1/55#0,Download,Download
458/1/56#0,Pen,Перо
458/1/57#0,Sketch,Эскиз
458/1/58#0,Brush,Brush
458/1/59#0,Spray,Распылитель
458/1/60#0,Blend,Смешивание
458/1/61#0,Decoration,Decoration
458/1/62#0,Eraser,Ластик
458/1/63#0,Selection area,Область выделения
458/1/64#0,Fill,Заливка
458/1/65#0,Liquify,Пластика
458/1/66#0,Figure,Фигура
458/1/67#0,Eyedropper,Пипетка
459/1/1#0,Limit the painting area with layer settings,Ограничение области рисования с помощью настроек слоя
459/1/2#0,Two ways to control the painting area,Два способа управления областью рисования
459/1/3#0,This tutorial introduces two ways to draw without going outside of a specific area.,"Это обучение знакомит с двумя способами рисования, не выходя за пределы определённой области."
459/1/4#0,Tap to open the Layer settings,"Коснитесь, чтобы открыть настройки слоя"
459/1/5#0,Let’s learn how to color the hair without going outside the lines. You can find helpful features in the Layer settings.,"Давайте научимся раскрашивать волосы, не выходя за линии. Полезные возможности можно найти в настройках слоя."
459/1/6#0,Tap “Clip to layer below”,Коснитесь «Прикрепить к слою ниже»
459/1/7#0,This limits you to draw only within areas on the layer directly below.,Это ограничивает вас рисованием только в пределах областей на слое непосредственно ниже.
459/1/8#0,Tap to open the Layer settings,"Коснитесь, чтобы открыть настройки слоя"
459/1/9#0,Let’s use another technique to draw a pattern on the mug.,"Давайте используем другой приём, чтобы нарисовать узор на кружке."
459/1/10#0,Tap “Lock transparent pixels”,Коснитесь «Заблокировать прозрачные пиксели»
459/1/11#0,This limits you to draw only within areas already on the layer.,"Это ограничивает вас рисованием только в пределах областей, уже имеющихся на слое."
459/1/12#0,Draw a pattern on the mug,Нарисуйте узор на кружке
459/1/13#0,"When transparent pixels are locked, you can add a pattern without going outside the painted area. Let’s draw a pattern on the mug.
Now you can finish off your drawing using techniques to keep your painting within a certain area.","Когда прозрачные пиксели заблокированы, вы можете добавить узор, не выходя за пределы окрашенной области. Нарисуем узор на кружке.
Теперь вы можете завершить рисунок, используя приемы, позволяющие сохранить картину в пределах определенной области."
460/1/1#0,Change the blending mode and paint shadows on the character,Изменение режима наложения и рисование теней на персонаже
460/1/2#0,Blending modes,Режимы наложения
460/1/3#0,"You can use blending modes to achieve different lighting and shadow effects, as well as to adjust the colors.
Let’s learn how to add shadows to a character with blending modes.","Вы можете использовать режимы наложения для достижения различных эффектов освещения и теней, а также для настройки цветов.
Давайте научимся добавлять тени персонажу с помощью режимов наложения."
460/1/4#0,Tap to open the Layer settings,"Коснитесь, чтобы открыть настройки слоя"
460/1/5#0,You can find blending modes at the top of the layer settings menu.,Режимы наложения можно найти вверху меню настроек слоя.
460/1/6#0,Tap the blending mode button,Коснитесь кнопки режима наложения
460/1/7#0,"The blending mode button displays the name of the current blending mode.
Tap the blending mode button to display the list of blending modes.","Кнопка режима наложения отображает название текущего режима наложения.
Нажмите кнопку режима наложения, чтобы отобразить список режимов наложения."
460/1/8#0,Change blending mode to Multiply,Изменить режим наложения на «Умножение»
460/1/9#0,"The Multiply blending mode combines the colors of the current layer and the layers below.
It makes the original colors darker, so it’s a useful blending mode for painting shadows.","Режим наложения «Умножение» объединяет цвета текущего слоя и слоев ниже.
Он делает исходные цвета темнее, поэтому это полезный режим наложения для рисования теней."
460/1/10#0,Paint the shadows with a brush,Нарисуйте тени кистью
460/1/11#0,"Color in the areas in shadow.
You can also try out other blending modes and see the different effects.","Закрасьте области в тени.
Вы также можете попробовать другие режимы наложения и увидеть различные эффекты."
461/1/1#0,Do you want to rasterize the layer?,Хотите растрировать слой?
461/1/2#0,You need to rasterize the layer in order to move or transform it.,"Чтобы переместить или трансформировать слой, его необходимо растрировать."
461/1/3#0,"You need to rasterize the layer in order to apply the filter. 
 
If the layer’s expression color is set to monochrome or gray, it will also be converted to color.","Вам необходимо растрировать слой, чтобы применить фильтр. 
 
Если цвет выражения слоя установлен на монохромный или серый, он также будет преобразован в цвет."
461/1/4#0,Rasterize,Растрировать
461/1/5#0,Do you want to convert the layer to color?,Хотите преобразовать слой в цветной?
461/1/6#0,"To apply the filter, the expression color of the selected layer must be converted to color.","Чтобы применить фильтр, цвет выражения выбранного слоя необходимо преобразовать в цветной."
461/1/7#0,Convert to color,Преобразовать в цветной
461/1/8#0,Do you want to extract lines?,Хотите извлечь линии?
461/1/9#0,"You can extract lines drawn on paper, etc. The parts outside the lines will become transparent.","Вы можете извлечь линии, нарисованные на бумаге и т. п. Части за пределами линий станут прозрачными."
461/1/10#0,"You can extract line drawings made on paper. Any areas without lines will become transparent.
You can also extract lines from the Filter menu > Quick Effects.","Вы можете извлечь линейные рисунки, сделанные на бумаге. Любые области без линий станут прозрачными.
Вы также можете извлечь линии из меню «Фильтр» > «Быстрые эффекты»."
461/1/11#0,Extract lines,Извлечь линии
461/1/12#0,Skip,Пропустить
461/1/13#0,Skip (Do not show again),Пропустить (больше не показывать)
462/1/1#0,Select an area to apply a filter,Выберите область для применения фильтра
462/1/2#0,Apply to current layer,Применить к текущему слою
462/1/3#0,Apply to all (create merged layer),Применить ко всему (создать объединённый слой)
462/1/4#0,Cancel,Отмена
463/1/1#0,Add and reorder layers,Добавление и переупорядочивание слоёв
463/1/2#0,Add and rearrange layers,Добавление и переупорядочивание слоёв
463/1/3#0,Learn how to add and rearrange layers. Using layers effectively can save you time and improve quality.,"Узнайте, как добавлять и переупорядочивать слои. Эффективное использование слоёв может сэкономить время и улучшить качество."
463/1/4#0,Tap the three dots to add images with the menu,"Коснитесь трёх точек, чтобы добавить изображения с помощью меню"
463/1/5#0,Try adding an image to use as a background.,Попробуйте добавить изображение для использования в качестве фона.
463/1/6#0,Drag and rearrange layers,Перетащите и переупорядочьте слои
463/1/7#0,"Move the layer with your new image so that is below ""Window"".","Переместите слой с вашим новым изображением так, чтобы он был под слоем «Окно»."
463/1/8#0,Drag and rearrange folders,Перетащите и переупорядочьте папки
463/1/9#0,"You can move all the layers in a folder at once. Try dragging the ""Background"" folder below the ""Character"" layer.",Вы можете переместить все слои в папке сразу. Попробуйте перетащить папку «Фон» под слой «Персонаж».
463/1/10#0,Layer order,Порядок слоёв
463/1/11#0,"The order of layers is especially important when using functions such as blending modes. By separating elements into different layers and organizing the layer palette, you can have greater control over your artwork.","Порядок слоёв особенно важен при использовании таких функций, как режимы наложения. Разделяя элементы на разные слои и упорядочивая палитру слоёв, вы можете лучше контролировать своё произведение."
464/1/1#0,Ruler,Линейка
464/1/2#0,Layer mask,Маска слоя
464/1/3#0,Add layer,Добавить слой
464/1/4#0,Add folder,Добавить папку
464/1/5#0,Add paper,Добавить бумагу
464/1/6#0,Add from images,Добавить из изображений
464/1/7#0,Take photo and add,Сделать фото и добавить
464/1/8#0,Add merged layer,Добавить объединённый слой
464/1/9#0,Hide Layer,Скрыть слой
464/1/10#0,Disable Mask,Отключить маску
464/1/11#0,Hide Ruler,Скрыть линейку
464/1/12#0,Lock Layer,Заблокировать слой
464/1/13#0,Lock transparent pixels,Заблокировать прозрачные пиксели
464/1/14#0,Border,Граница
464/1/15#0,Duplicate Layer,Дублировать слой
464/1/16#0,Delete Layer,Удалить слой
464/1/17#0,Rasterize,Растрировать
464/1/18#0,Expression color,Цвет выражения
464/1/19#0,Merge with layer below,Объединить с нижним слоем
464/1/20#0,Thickness of edges,Толщина краёв
464/1/21#0,Edge color,Цвет края
464/1/22#0,Anti-aliasing on border effect,Сглаживание эффекта границы
464/1/23#0,Blending mode,Режим наложения
464/1/24#0,Incompatible layer,Несовместимый слой
464/1/25#0,Only some functions are available.,Доступны только некоторые функции.
464/1/26#0,"This layer type is not supported in Simple Mode, so some features are unavailable.","Этот тип слоя не поддерживается в простом режиме, поэтому некоторые возможности недоступны."
464/1/27#0,See details here,Подробнее см. здесь
464/1/28#0,Close,Закрыть
464/1/29#0,Layer Details,Сведения о слое
464/1/30#0,Rename layer,Переименовать слой
464/1/31#0,Layer name,Имя слоя
464/1/32#0,Clip to Layer Below,Привязать к нижнему слою
464/1/33#0,Change paper color,Изменить цвет бумаги
464/1/34#0,Palette height when not full view,Высота палитры в неполном виде
464/1/35#0,Compact,Компактный
464/1/36#0,Medium,Средний
464/1/37#0,Switch to simple Layer palette,Переключиться на простую палитру слоёв
464/1/38#0,Switch to detailed Layer palette,Переключиться на подробную палитру слоёв
464/1/39#0,Clear Layer,Очистить слой
465/1/1#0,Manage layers in the Layer palette,Управление слоями в палитре слоёв
465/1/2#0,Layer palette,Палитра слоёв
465/1/3#0,"The Layer palette is where you can see and manage your layers. First, let's see how to resize the palette.","Палитра слоёв — это место, где вы можете видеть слои и управлять ими. Сначала посмотрим, как изменить размер палитры."
465/1/4#0,Swipe the palette to see more settings,"Проведите по палитре, чтобы увидеть больше настроек"
465/1/5#0,Swipe to the side to extend the layer palette. This allows you to always see the layer details.,"Проведите в сторону, чтобы расширить палитру слоёв. Это позволяет всегда видеть сведения о слоях."
465/1/6#0,Change the palette height by tapping the arrow,"Измените высоту палитры, коснувшись стрелки"
465/1/7#0,"You can also change it from the menu by long pressing the arrow.
This is useful when you want to see more of your canvas.","Вы также можете изменить его из меню, нажав и удерживая стрелку.
Это полезно, если вы хотите увидеть большую часть холста."
465/1/8#0,Tap the current layer to open the menu,"Коснитесь текущего слоя, чтобы открыть меню"
465/1/9#0,"Even when the palette is minimized, you can use the menu to make changes.","Даже когда палитра свёрнута, вы можете использовать меню для внесения изменений."
465/1/10#0,Rearrange palette layout from Preferences,Переупорядочьте макет палитры в настройках
465/1/11#0,You can flip the position of the Layer palette and the toolbar by tapping “Flip interface layout” from Preferences.,"Вы можете поменять местами палитру слоёв и панель инструментов, коснувшись «Отразить макет интерфейса» в настройках."
466/1/1#0,Download helpful materials,Загрузка полезных материалов
466/1/2#0,Tap to open the Material palette,"Коснитесь, чтобы открыть палитру материалов"
466/1/3#0,You can add materials from the Material palette. First let’s open the Material palette.,Вы можете добавлять материалы из палитры материалов. Сначала откроем палитру материалов.
466/1/4#0,Tap to open the list of downloads,"Коснитесь, чтобы открыть список загрузок"
466/1/5#0,The download list includes features to add new materials as well as the list of downloaded materials.,"Список загрузок включает возможности добавления новых материалов, а также список загруженных материалов."
466/1/6#0,Tap the plus symbol to open the “Add more” menu,"Коснитесь символа плюса, чтобы открыть меню «Добавить ещё»"
466/1/7#0,Open the “Add more” menu to download more materials.,"Откройте меню «Добавить ещё», чтобы загрузить больше материалов."
466/1/8#0,Tap “View recommended materials” to see more,"Коснитесь «Посмотреть рекомендованные материалы», чтобы увидеть больше"
466/1/9#0,"If you see a material you like, use the download icon to install it.","Если вы видите материал, который вам нравится, используйте значок загрузки, чтобы установить его."
467/1/1#0,All materials,All materials
467/1/2#0,Favorites,Избранное
467/1/3#0,History,История
467/1/4#0,Search all materials,Поиск по всем материалам
467/1/5#0,Downloads,Загрузки
467/1/6#0,Show all,Показать всё
467/1/7#0,List,Список
467/1/8#0,Single materials,Отдельные материалы
467/1/9#0,Clip Studio Assets,Ресурсы студии клипов
467/1/10#0,3D drawing figure,3D-фигура для рисования
467/1/11#0,Head model,Модель головы
467/1/12#0,Search for other materials,Поиск других материалов
467/1/13#0,Delete from History,Удалить из истории
467/1/14#0,Material information,Сведения о материале
467/1/15#0,Delete material,Удалить материал
467/1/16#0,Delete material catalog,Удалить каталог материалов
467/1/17#0,Add recommended materials,Добавить рекомендованные материалы
467/1/18#0,Deleting material catalog...,Удаление каталога материалов...
467/1/20#0,Preparing,Подготовка
467/1/21#0,Do you want to delete %s?,Хотите удалить %s?
467/1/22#0,This operation cannot be undone.,Эту операцию нельзя отменить.
467/1/23#0,"All materials contained within will be deleted.
This operation cannot be undone.","Все материалы, содержащиеся внутри, будут удалены.
Эту операцию невозможно отменить."
467/1/24#0,Delete,Удалить
467/1/25#0,Do you want to delete %s from your Favorites?,Хотите удалить %s из избранного?
467/1/26#0,Delete from Favorites,Удалить из избранного
467/1/27#0,Communication error,Ошибка связи
467/1/28#0,Failed to retrieve material from cloud. Please check the connectivity of your device and try again.,Не удалось получить материал из облака. Проверьте подключение устройства и повторите попытку.
467/1/29#0,Incompatible materials,Несовместимые материалы
467/1/30#0,"This material cannot be used in Simple Mode.
Please use this in Studio Mode or on a PC.","Этот материал нельзя использовать в простом режиме.
Пожалуйста, используйте это в режиме студии или на ПК."
467/1/31#0,Preparing...,Подготовка...
467/1/32#0,"This material is currently being prepared.
 Please wait until it is available.
You can use this material in Studio Mode or on a PC or tablet.","Этот материал сейчас готовится.
 Пожалуйста, подождите, пока он не станет доступен.
Вы можете использовать этот материал в режиме студии или на ПК или планшете."
467/1/33#0,Monthly/annual plan bonus material,Бонусный материал месячного/годового плана
467/1/34#0,"This is a monthly/annual plan bonus material.
Please use it from a device with a monthly/annual plan.","Это бонусный материал по ежемесячному/годовому плану.
Пожалуйста, используйте его с устройства с ежемесячным/годовым планом."
467/1/35#0,Close,Закрыть
467/1/36#0,“%s”,«%s»
467/1/37#0,Content ID: %d,ID содержимого: %d
468/1/1#0,Improve quality with materials,Улучшение качества с помощью материалов
468/1/2#0,Material palette,Палитра материалов
468/1/3#0,"In the Material palette, you can search for and use materials, including image materials and 3D materials.
You can easily add small items, backgrounds, and complex patterns to your drawing, or use them as reference for drawing.","В палитре «Материал» вы можете искать и использовать материалы, включая материалы изображений и 3D-материалы.
Вы можете легко добавлять к рисунку небольшие предметы, фоны и сложные узоры или использовать их в качестве образца для рисования."
468/1/4#0,Place a material,Разместить материал
468/1/5#0,"The material will be inserted above the currently selected layer.
In this example, we will use the image material as a background, so we will select the paper layer so that the material is added to the bottom-most layer.","Материал будет вставлен над текущим выбранным слоем.
В этом примере мы будем использовать материал изображения в качестве фона, поэтому выберем слой бумаги, чтобы материал был добавлен в самый нижний слой."
468/1/6#0,Tap to open the Material palette,"Коснитесь, чтобы открыть палитру материалов"
468/1/7#0,You can access the Material palette from the photo icon at the top right.,Вы можете получить доступ к палитре материалов по значку фото в правом верхнем углу.
468/1/8#0,Tap the “Color pattern” category,Коснитесь категории «Цветовой узор»
468/1/9#0,"Materials are organized into categories in the Material palette.
Choose a material to use for the background in the Color Pattern category.","Материалы организованы по категориям в палитре «Материалы».
Выберите материал для фона в категории «Цветовой узор»."
468/1/10#0,Tap a material to add it to the canvas,"Коснитесь материала, чтобы добавить его на холст"
468/1/11#0,You can insert a material onto the canvas by tapping the thumbnail.,"Вы можете вставить материал на холст, коснувшись миниатюры."
468/1/12#0,Transform a material,Трансформировать материал
468/1/13#0,"You can adjust the image using the blue handles or the settings at the bottom right of the screen.
Adjust the image freely, and when you're done, press the OK button at the top right to confirm.","Настроить изображение можно с помощью синих маркеров или настроек в правом нижнем углу экрана.
Настройте изображение свободно, а когда закончите, нажмите кнопку OK в правом верхнем углу для подтверждения."
469/1/1#0,New canvas,Новый холст
469/1/2#0,Continue drawing,Продолжить рисование
469/1/3#0,Create from image,Создать из изображения
469/1/4#0,Create from movie,Создать из видео
469/1/5#0,Custom size,Пользовательский размер
469/1/6#0,Projects,Произведения
469/1/7#0,See list of projects,Посмотреть список проектов
469/1/8#0,Import,Импортировать
469/1/9#0,Width,Ширина
469/1/10#0,Height,Высота
469/1/12#0,Save to My Presets,Сохранить в мои наборы настроек
469/1/13#0,Create canvas,Создать холст
469/1/14#0,Create more advanced projects,Создавать более продвинутые проекты
469/1/15#0,Switch to Studio Mode and create new,Переключиться в режим студии и создать новый
469/1/16#0,Preferences,Настройки
469/1/17#0,Switch to Studio Mode,Переключиться в режим студии
469/1/18#0,Open camera,Открыть камеру
469/1/19#0,Select from photo library,Выбрать из фотоальбома
469/1/20#0,Select from files,Выбрать из файлов
469/1/21#0,History,История
469/1/22#0,Select from storage,Выбрать из хранилища
469/1/23#0,Failed to import file.,Не удалось импортировать файл.
469/1/24#0,Failed to import file. Please select a zip file containing a page management file.,"Не удалось импортировать файл. Выберите zip-файл, содержащий файл управления страницами."
469/1/26#0,All supported formats|*.psd;*.psb;*.ipv;*.lip;*.clip;*.zip|CLIP STUDIO FORMAT|*.clip|CLIP STUDIO PAINT|*.lip|Photoshop Big Document|*.psb|Photoshop Document|*.psd|ibisPaint work file|*.ipv|ZIP|*.zip,Все поддерживаемые форматы|*.psd;*.psb;*.ipv;*.lip;*.clip;*.zip|ФОРМАТ CLIP STUDIO|*.clip|CLIP STUDIO PAINT|*.lip|Большой документ Photoshop|*.psb|Документ Photoshop|*.psd|Рабочий файл ibisPaint|*.ipv|ZIP|*.zip
469/1/27#0,Importing...,Импортирование...
469/1/28#0,Save preset,Сохранить набор настроек
469/1/29#0,Save,Сохранить
469/1/30#0,"“%s“ cannot be registered.
Please enter a different preset name.","«%s» невозможно зарегистрировать.
Введите другое имя предустановки."
469/1/31#0,"Preset with the same name already exist.
Overwrite?","Пресет с таким названием уже существует.
Перезаписать?"
469/1/33#0,CLIP STUDIO TABMATE,CLIP STUDIO ТАБМАТЕ
469/1/34#0,CLIP STUDIO TABMATE 2,CLIP STUDIO ТАБМАТ 2
469/1/35#0,Save,Сохранить
469/1/36#0,Cancel,Отмена
469/1/37#0,Change name,Изменить имя
469/1/38#0,Advanced Settings,Дополнительные настройки
469/1/39#0,Import failed,Не удалось импортировать
469/1/40#0,"Failed to import the file because there is no Documents folder in the Internal Storage of the device. 
Please create a Documents folder directly under Internal Storage in the file manager app and try again.","Не удалось импортировать файл, поскольку во внутренней памяти устройства нет папки «Документы». 
Создайте папку «Документы» непосредственно в разделе «Внутреннее хранилище» приложения файлового менеджера и повторите попытку."
470/1/1#0,Looking for new Tabmate 2...,Поиск нового Tabmate 2...
470/1/2#0,"Insert batteries into the Tabmate 2 and press and hold 
the Clip Studio button for 3 seconds to turn on the power.","Вставьте батарейки в Tabmate 2, нажмите и удерживайте 
кнопку Clip Studio и удерживайте ее в течение 3 секунд, чтобы включить питание."
470/1/3#0,Clip Studio Tabmate 2 User Guide,Руководство пользователя Clip Studio Tabmate 2
470/1/4#0,FAQ,Частые вопросы
470/1/5#0,Connect a registered Tabmate 2,Подключить зарегистрированный Tabmate 2
470/1/6#0,"Found a new Tabmate 2.
Do you want to connect and register it?","Нашёл новый Tabmate 2.
Хотите подключить и зарегистрировать его?"
470/1/7#0,"Could not find a new Tabmate 2.
Do you want to scan again?","Не удалось найти новый Tabmate 2.
Хотите сканировать еще раз?"
470/1/8#0,Stop searching,Остановить поиск
470/1/9#0,Connect,Подключить
470/1/10#0,Cancel,Отмена
470/1/11#0,Try again,Повторить попытку
470/1/12#0,Quit,Выход
471/1/2#0,Cancel,Отмена
472/1/1#0,Cancel,Отмена
472/1/2#0,Progress,Ход выполнения
473/1/1#0,Close,Закрыть
473/1/2#0,Original,Оригинал
473/1/3#0,Straight line,Прямая линия
473/1/4#0,Polyline,Ломаная линия
473/1/5#0,Curve,Кривая
473/1/6#0,Continuous curve,Непрерывная кривая
473/1/7#0,Rectangle,Прямоугольник
473/1/8#0,Square,Квадрат
473/1/9#0,Quadrilateral,
473/1/10#0,Equilateral triangle,
473/1/11#0,Triangle,Треугольник
473/1/12#0,Circle,Круг
473/1/13#0,Ellipse,Эллипс
473/1/14#0,Polygon,Многоугольник
473/1/15#0,Regular polygon,
473/1/16#0,Edit,Правка
474/1/2#0,Cancel,Отмена
475/1/1#0,Doodle mode on,Режим набросков включён
475/1/2#0,Unable to save project.,Не удалось сохранить проект.
475/1/3#0,Click here to continue editing,"Нажмите здесь, чтобы продолжить редактирование"
475/1/4#0,Continue in doodle mode,Продолжить в режиме набросков
475/1/5#0,Sign up for a plan here,Оформите подписку на тариф здесь
475/1/6#0,"Sign up for free trial
",Зарегистрируйтесь для бесплатной пробной версии
475/1/7#0,"Sign up to get 
your first 6 months free","Зарегистрируйтесь, чтобы получить 
ваши первые 6 месяцев бесплатно"
475/1/8#0,Sign up here,Зарегистрируйтесь здесь
475/1/9#0,I have a license,У меня есть лицензия
475/1/10#0,You are currently in doodle mode,Вы сейчас находитесь в режиме набросков
475/1/11#0,"In doodle mode, some features such as saving are unavailable.","В режиме набросков некоторые возможности, например сохранение, недоступны."
475/1/12#0,View plans,Просмотреть планы
475/1/13#0,Get up to 3 months free on your first plan,Получите до 3 месяцев бесплатно на ваш первый план
475/1/14#0,Get your first 6 months free,Получите первые 6 месяцев бесплатно
476/1/1#0,Save changes,Сохранить изменения
476/1/2#0,The current canvas will be closed in order to open another canvas. Would you like to save your changes?,"Текущий холст будет закрыт, чтобы открыть другой холст. Хотите сохранить изменения?"
476/1/3#0,Save and close,Сохранить и закрыть
476/1/4#0,Close without saving,Закрыть без сохранения
477/1/1#0,Paint within a selection area,Закрашивание в пределах области выделения
477/1/2#0,Selection tool,Инструмент выделения
477/1/3#0,"The selection tool allows you to make edits limited to a certain area.
In this tutorial, let’s use the Selection tool to draw a heart. Tap the Selection tool.","Инструмент выбора позволяет вносить изменения, ограниченные определенной областью.
В этом уроке давайте воспользуемся инструментом «Выделение», чтобы нарисовать сердце. Коснитесь инструмента «Выделение»."
477/1/4#0,Change the selection mode,Изменить режим выделения
477/1/5#0,"The Lasso selection tool is selected by default.
You can change to other tools like the Rectangle selection to select in a shape.","Инструмент выделения «Лассо» выбран по умолчанию.
Вы можете перейти к другим инструментам, например к выделению «Прямоугольник», чтобы выделить фигуру."
477/1/6#0,Remove from selection,Удалить из выделения
477/1/7#0,"When you want to make your selection smaller, use “Remove from selection”.","Когда вы хотите уменьшить выделение, используйте «Удалить из выделения»."
477/1/8#0,Drag on the canvas to lasso select,"Перетаскивайте по холсту, чтобы выделить лассо"
477/1/9#0,"Use the lasso tool to draw a heart.
If you find it difficult to draw, try switching to “Remove from selection” to tidy up the shape, or draw half of the heart at a time.","Используйте инструмент «Лассо», чтобы нарисовать сердце.
Если вам сложно рисовать, попробуйте переключиться на «Удалить из выделения», чтобы привести форму в порядок, или рисовать половину сердца за раз."
477/1/10#0,Tap to switch to a brush tool,"Коснитесь, чтобы переключиться на инструмент кисти"
477/1/11#0,Change to a brush tool to color in the heart.,"Переключитесь на инструмент кисти, чтобы раскрасить сердце."
477/1/12#0,Paint with a brush,Закрашивайте кистью
477/1/13#0,"Paint the heart with a brush tool. When there is a selection, you can only color within that area.","Закрасьте сердце инструментом кисти. Когда есть выделение, вы можете раскрашивать только в пределах этой области."
477/1/14#0,Invert selected area,Инвертировать выделенную область
477/1/15#0,"This swaps the selected and unselected areas.
This is helpful when you want to paint outside of a selected area.","Это поменяет местами выделенные и невыделенные области.
Это полезно, если вы хотите рисовать за пределами выделенной области."
478/1/1#0,Preferences,Настройки
478/1/2#0,Help,Справка
478/1/3#0,Dark mode,Тёмный режим
478/1/4#0,Flip interface layout,Отразить макет интерфейса
478/1/5#0,Studio Mode/Simple Mode switch button,Кнопка переключения режима студии/простого режима
478/1/6#0,Brush cursor,Курсор кисти
478/1/7#0,Hide,Скрыть
478/1/8#0,Brush shape ,Форма кисти 
478/1/9#0,Brush circle,Круг кисти
478/1/10#0,Adjust touch position,Настроить положение касания
478/1/11#0,Draw with finger,Рисовать пальцем
478/1/12#0,"When turned off, brush tools, selection tools, and so on can only be operated with the stylus pen.","Когда отключено, инструментами кисти, инструментами выделения и т. п. можно управлять только стилусом."
478/1/13#0,Touch gestures,Сенсорные жесты
478/1/14#0,Undo with two-finger tap,Отмена касанием двумя пальцами
478/1/15#0,Redo with three-finger tap,Повтор касанием тремя пальцами
478/1/16#0,Move canvas with two-finger swipe,Перемещение холста проведением двумя пальцами
478/1/17#0,Rotate canvas with two-finger rotation,Поворот холста вращением двумя пальцами
478/1/18#0,Eyedrop with long press,Пипетка долгим нажатием
478/1/19#0,Keyboard Shortcuts,Сочетания клавиш
478/1/20#0,Air Action Command,Команда Air Action
478/1/21#0,Getting Started,Начало работы
478/1/22#0,Basic Tips,Основные советы
478/1/23#0,Ask chatbot,Спросить чат-бота
478/1/24#0,FAQ,Частые вопросы
478/1/25#0,Contact,Связаться с нами
478/1/26#0,Feedback and requests,Отзывы и предложения
478/1/27#0,Warn about memory usage,Предупреждать об использовании памяти
478/1/28#0,A warning appears if memory usage increases or if an operation that uses a lot of memory may lead to the system force closing the app suddenly.,"Предупреждение появляется, если использование памяти возрастает или если операция, использующая много памяти, может привести к внезапному принудительному закрытию приложения системой."
478/1/29#0,See here for how to reduce memory usage,"Смотрите здесь, как уменьшить использование памяти"
478/1/30#0,Useful functions,Полезные функции
478/1/31#0,Clip Studio Tabmate,Студия клипов Tabmate
478/1/32#0,CLIP STUDIO TABMATE 2,CLIP STUDIO ТАБМАТ 2
478/1/33#0,Copy diagnostics,Скопировать диагностику
478/1/34#0,Copied,Скопировано
479/1/1#0,Duplicate brush,Дублировать кисть
479/1/2#0,Add recommended brushes,Добавить рекомендованные кисти
479/1/3#0,Import from Studio Mode,Импортировать из режима студии
479/1/4#0,Rename brush,Переименовать кисть
479/1/5#0,Material information,Сведения о материале
479/1/6#0,Delete brush,Удалить кисть
479/1/7#0,Change all stabilization/starting and ending settings,Изменить все настройки стабилизации/начала и конца
479/1/8#0,Clip Studio Assets,Ресурсы студии клипов
479/1/9#0,Rename brush,Переименовать кисть
479/1/10#0,Do you want to delete the selected brush?,Хотите удалить выбранную кисть?
479/1/11#0,This operation cannot be undone.,Эту операцию нельзя отменить.
479/1/12#0,Delete,Удалить
479/1/13#0,Preparing,Подготовка
479/1/15#0,Preparing...,Подготовка...
480/1/1#0,Clip Studio Tabmate Commands,Команды Clip Studio Tabmate
480/1/2#0,Clip Studio Tabmate 2 Commands,Команды Clip Studio Tabmate 2
480/1/3#0,This is a list of commands for Simple Mode. Modes 1 to 4 are shared settings.,Это список команд для простого режима. Режимы с 1 по 4 являются общими настройками.
480/1/4#0,+ Button,Кнопка +
480/1/5#0,- Button,Кнопка -
480/1/6#0,A button,Кнопка A
480/1/7#0,B button,Кнопка B
480/1/8#0,C button,Кнопка C
480/1/9#0,D button,Кнопка D
480/1/10#0,Wheel (Up),Колесо (вверх)
480/1/11#0,Wheel (Down),Колесо (вниз)
480/1/12#0,Wheel (Push),Колесо (нажатие)
480/1/13#0,Trigger button,Кнопка-триггер
480/1/14#0,Direction pad (Up),Крестовина (вверх)
480/1/15#0,Direction pad (Down),Крестовина (вниз)
480/1/16#0,Direction pad (Right),Крестовина (вправо)
480/1/17#0,Direction pad (Left),Крестовина (влево)
